NOM_ETABLISSENTFR,NOM_ETABLISSENTAR,ADRESSEFR,ADRESSEAR,TELEPHONE,PROVINCE,REGION
IBN ZOHR,ابن زهر,RUE  DES ECOLES INEZGANE,شارع المدارس انزكان,0661406013,Inzegane Ait Melloul,Sous-Massa-Draa
RAHAL BEN AHMED,رحال بن احمد,QUARTIER RMEL TARAST INEZGANE,حي الرمل تراست انزكان,028-33-07-84,Inzegane Ait Melloul,Sous-Massa-Draa
EL QADI AYAD,القاضي عياض, Bd 409 DCHEIRA JIHADIA,ص.ب. 409 الدشيرة الجهادية ,028-27-10-53,Inzegane Ait Melloul,Sous-Massa-Draa
AGADIR EL KABIR,اكادير الكبير,AV MOQAOUAMA AIT MELLOUL,شارع المقاومة أيت ملول,028-24-06-56,Inzegane Ait Melloul,Sous-Massa-Draa
OUED SOUSS,واد سوس, lot YASMINA    AIT MELLOUL,تجزئة ياسمينة 1 أيت ملول,028-24-85-47,Inzegane Ait Melloul,Sous-Massa-Draa
AL IMAME AL JAZOULI,الامام الجزولي,douar labdouaa TEMSIA,دوار البدوع التمسية,028-31-92-83,Inzegane Ait Melloul,Sous-Massa-Draa
Collège SIDI HADJ LHBIB,الثانوية الإعدادية  سيدي الحاج الحبيب,HAY LES CHALETS BIOUGRA MUNICIPALITE BIOUGRA,شارع سيدي الحاج الحبيب تجزئة الفلاح,028-81-80-65,Chtouka Ait Baha,Sous-Massa-Draa
Collège HAMMADI M BAREK,الثانوية الإعدادية  حمادي مبارك بن بوبكر,Av Sidi said chrif  BIOUGRA,شارع سيدي سعيد الشريف,0528-81-81-30,Chtouka Ait Baha,Sous-Massa-Draa
Collège AL FARABI,الثانوية الإعدادية  الفارابي,AIT BAHA CENTRE,الحي الاداري بلدية أيت باها,0528-25-41-53,Chtouka Ait Baha,Sous-Massa-Draa
ABDELLAH ECHAFCHAOUNI,الثانوية الإعدادية  عبدالله الشفشاوني,SIDI BIBI CENTRE COMMUNE SIDI BIBI,مركز سوق سبت سيدي بيبي,0528-81-63-35,Chtouka Ait Baha,Sous-Massa-Draa
11 JANVIER,الثانوية الإعدادية الثانوية الإعدادية 11 يناير,CENTRE KHMISS AIT AMIRA,مركز خميس أيت عمبرة,028-81-87-79,Chtouka Ait Baha,Sous-Massa-Draa
KHMISS IDA OUGNIDIF,الثانوية الإعدادية  خميس إداوكنظيف,CENTRE KHMISS IDA OUGNIDIF,مركز خميس إداوكنظيف,0661502412,Chtouka Ait Baha,Sous-Massa-Draa
SIDI TALHA,سيدي طلحة,RUE OKBA IBNOU NAFIH HAY SIDI TALHA  TEOUAN,ش عقبة بن نافع,0539965229,Tetouan,Tanger - Tetouan
MOHAMED ZARKTOUNI,محمد الزرقطوني,avenue. kenitra - TETOUAN,شارع القنيطرة,039-97-42-21,Tetouan,Tanger - Tetouan
OMAR IBN ABDELAZIZ,عمر بن عبد العزيز,RUE KABUL  TETOUAN,شارع كابول الطوابل السفلى,0539-97-32-23,Tetouan,Tanger - Tetouan
ALLAL IBN ABDELLAH,علال بن عبد الله,AV LES FAR TETOUAN,شارع الجيش الملكي,039-97-24-85,Tetouan,Tanger - Tetouan
MOULAY AL HASSAN,مولاي الحسن,HAY MOULAY HASSAN SANIATE RMEL  TETOUAN,حي مولاي الحسن,039-97-25-58,Tetouan,Tanger - Tetouan
AHMED RADI SLAOUI,أحمد الراضي السلاوي,RUE OUAZIR MOHAMED ESSAFAR,شارع الوزير محمد الصفار تطوان,,Tetouan,Tanger - Tetouan
AL QODS,القدس,MHANECHE II  BP2055  TETOUAN,شارع تازة لمحنش الثانية,0539-97-00-01,Tetouan,Tanger - Tetouan
20 AOUT,20 غشت,HAY COELMA ROUTE DE OUAD LAOU  TETOUAN,حي كويلما طريق ازلا,039-97-26-89,Tetouan,Tanger - Tetouan
FKHIH AL MOURIR,الفقيه المرير,TOUILA HAOUMAT BOUJARAH  TETOUAN,شارع المختار السوسي  الطويلع,039970779,Tetouan,Tanger - Tetouan
6 NOVEMBRE,سادس  نوفمبر,TARIK TANGA KM 3 - TETOUAN,طريق طنجة,039-96-63-24,Tetouan,Tanger - Tetouan
AL FAKIH AHMED AL HADDAD,الفقيه أحمد الحداد,place hamama haoutat said tetouan bp 717,ساحة الحمامة هوتة سعيد تطوان ص.ب 717,0539-96-31-98,Tetouan,Tanger - Tetouan
ANOUAL,انوال,Ruemaoulaye el abasse  CARTIER SCOLAIRE  TETOUAN,شارع مولاي العباس _ الحي المدرسي قرب دار الثقافة,0539-96-31-00,Tetouan,Tanger - Tetouan
IBN SINA,ابن سينا,SIDI IDRISS AV HASSAN II  TETOUAN,حي سيدي إدريس شارع الحسن الثاني bp721 tetouan,0539-96-73-02,Tetouan,Tanger - Tetouan
IBN AL HAYTAM,ابن الهيثم,AV TETOUAN MARTIL,شارع تطوان,039-97-93-14,M'diq Fnidaq,Tanger - Tetouan
IBN BATTOUTA,ابن بطوطة,HAY RABAT - M'DIQ,حي الرباط المضيق,039-97-51-07,M'diq Fnidaq,Tanger - Tetouan
IMAM AL AZAFI,الإمام العزفي,COLLEGE IMAM ABI KACEM AZAFI BP 90  FNIDQ,الثانوية الإعدادية الإمام أبي القاسم العزفي ص.ب 90,039-97-61-62,M'diq Fnidaq,Tanger - Tetouan
3 MARS,3 مارس,AVENUE MOLAY ABDELLAH OUAD LAOU TETOUAN,شارع مولاي عبد الله وادي لو,0539670947,Tetouan,Tanger - Tetouan
college  ABI EL MAHASSINE,أبي المحاسن ,ROUTE DE LARACHE COMMUNE KSAR KEBIR,حي المسيرة الخضراء    طريق العرائش,0539-91-89-64,Larache,Tanger - Tetouan
college IMAM MOUSSLIM,ثانوية الامام مسلم الإعدادية ,ROUTE DE RABAT COMMUNE KSAR EL KEBIR,طريق الرباط,0539-91-83-99,Larache,Tanger - Tetouan
college ALLAL BEN ABDALLAH ,ثانوية علال بن عبدالله الإعدادية,AVENUE MANSOUR EDDAHBI COMMUNE KSAR EL KEBIR,شارع المنصور الذهبي,0539-91-91-01,Larache,Tanger - Tetouan
college HASSAN II ,ثانوية الحسن الثاني الإعدادية ,HAY EL JADID COMMUNE LARACHE,الحي الجديد,0539-91-25-10,Larache,Tanger - Tetouan
college IMAM MALEK,ثانوية الإمام مالك الإعدادية,AVENUe  MYISMAIL COMMUNE LARACHE,شارع مولاي اسماعيل,0539-91-20-41,Larache,Tanger - Tetouan
college OUED  el  MAKHAZINE LARACHE,ثانوية وادي المخازن الإعدادية ,AVENUe  IBN ZAIDOUNE COMMUNE LARACHE,شارع ابن زيدون,0539-91-37-29,Larache,Tanger - Tetouan
college ABDELKRIM elKHATTABI,ثانوية محمد بن عبدالكريم الخطابي الإعدادية,LOT SALAM  COMMUNE LARACHE,حي السلام,0539911306,Larache,Tanger - Tetouan
college LaAOUAMRA ,ثانوية العوامرة الإعدادية ,LAOUAMRA CENTRE COMMUNE LAOUAMRA,العوامرة,0539925665,Larache,Tanger - Tetouan
college MOULAY ABDESSLAM BEN MCHICH,ثانوية مولاي عبدالسلام بن مشيش الإعدادية ,TATOFT CENTRE COMMUNE TATOFT,تطفت المركز,0539900138,Larache,Tanger - Tetouan
college RaiSSANA ,ثانوية ريصانة الإعدادية,TLAT RISSANA COMMUNE RISSANA DU NORD,ثلاثاء ريصانة,0655790965,Larache,Tanger - Tetouan
LYCEE COLLEGIAL EL MACHICHI,الثانوية الاعدادية المشيشي,AVENUE EL MACHICHICHEFCHAOUEN,شارع المشيشي شفشاون,0539-98-62-88,Chefchaouen,Tanger - Tetouan
LYCEE COLLEGIAL MOULAY EL HASSAN I,الثانوية الاعدادية مولاي الحسن الأول,AVENUE ALLAL BEN ABDELLAHCHEFCHAOUEN,شارع علال بن عبد الله شفشاون,039-98-66-58,Chefchaouen,Tanger - Tetouan
HASSAN II,أع الحسن الثاني,ZOUMICZOUMICHEFCHAOUEN,مركز زومي جماعة زومي,039-89-00-08,Ouezzane,Tanger - Tetouan
Lycée Collégial Tarik Ibn Ziad,الثانوية الإعدادية طارق بن زياد    ,RUE OUED EDDAHAB HAY ELFARAH,زنقة واد الذهب حي الفرح,0661900314,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Collégial Allal Ibn Abdellah,الثانوية الإعدادية علال بن عبد الله,Avenue Zerktouni hay My Rachid Laayoune,شارع الزرقطوني حي مولاي رشيد العيون,0528-89-25-62,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Collégial Taaoune,الثانوية الإعدادية التعاون   ,HAY PRINCE HERITIER,حي ولي العهد,0528892122,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Collégial Ibn Khaldoune,الثانوية الإعدادية إبن خلدون,AVENUE MEZOUARHAY ALOUAHDA I,شارع مزوار ، حي الوحدة 1,0528892263,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Collégial Quadi Aayad,الثانوية الإعدادية القاضي  عياض      ,AVENUE MOULAY ISMAIL,شارع مولاي إسماعيل,0661900317,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Collégial Hassan 1er,الثانوية الإعدادية الحسن الأول,HAY EL HAJARI AVENUE DRISS 1ER LOT EL OUAHDA,الحي الحجري شارع الحسن الأول تجزئة الوحدة,0528892278,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Collégial Annahda,الثانوية الإعدادية النهضة,HAY MOULAY RACHID,حي مولاي رشيد,061900329,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Collégial Al Khansa,الثانوية الإعدادية الخنساء,AVENUE ALHIZAME HAY ALHAJARI,شارع الحزام الحي الحجري,0661900349,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Collégial Echati,الثانوية الإعدادية الشاطىء,ALMARSA CENTRE,المرسى  المركز,061900348,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Collégial Jamal Eddine Al Afghani,الثانوية الإعدادية جمال الدين الأفغاني,HAY ALMASSIRAAVENUE ABOU BAKR SEDDIK,حي المسيرة ،شارع أبو بكر الصديق,028-89-29-49,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
ATTACHAROUK,التشارك,HAY al manzeh SIDI MOUMEN,حي المنزه سيدي مومن,0522708534,Sidi Bernoussi,Grand Casablanca
HASSAN II,الحسن  الثاني,E KCEIBYA,مركز اولاد حنون القصيبية   ,0612078339,Sidi slimane,Gharb - Chrarda - Beni Hssen
EL FATH,الفتح,AIN ERRAHMA TANTAN,عين الرحمة طانطان,0528-87-87-15,Tantan,Guelmim - Es-smara
SIDI ABID COLLEGE,إعدادية سيدي عابد,AVENUE RHAMNA 45 AL HOCEIMA,شارع الرحامنة 45  الحسيمة,0539-98-23-59,Al Houceima,Taza  - Al Hoceima - Taounate
NOUVEAU COLLEGE,الإعدادية الجديدة,AVENUE BIR ANZARAN AL HOCEIMA,شارع بئر انزران  الحسيمة,0539-98-27-09,Al Houceima,Taza  - Al Hoceima - Taounate
OMAR IBN ALKHATTAB (COLLEGE),إعدادية عمر ابن الخطاب,AVENUE DAKHLA hay almadariss AL HOCEIMA,شارع الداخلة حي المدارس  الحسيمة,0539-98-51-19,Al Houceima,Taza  - Al Hoceima - Taounate
OQBA BNOU NAFIE (COLLEGE),عقبة بن نافع, QUARTIER ALHORIA BNI BOUAYACH,حي الحرية بني بوعياش,0539-80-40-27,Al Houceima,Taza  - Al Hoceima - Taounate
Collège MOHAMED VI,إعدادية محمد السادس,RUE AFGHANISTANE IMZOUREN,زنقة افغانستان  امزورن ص ب:201,0539-80-60-01,Al Houceima,Taza  - Al Hoceima - Taounate
AL QODS COLLEGE,إعدادية القدس,avenue albahrain HAY AL QODS IMZOUREN,شارع البحرين حي القدس  امزورن,0539-80-73-50,Al Houceima,Taza  - Al Hoceima - Taounate
HASSAN II (COLLEGE),الحسن الثاني,AVENUE WALI AL AAHD TARGUIST,شارع ولي العهد ترجيست,0539-80-80-54,Al Houceima,Taza  - Al Hoceima - Taounate
BNI BOUFRAH COLLEGE,بني بوفراح,CENTRE BNI BOUFRAH  COMMUNE BNI BOUFRAH,مركز بني بوفراح جماعة بني بوفراح,0539-80-87-25,Al Houceima,Taza  - Al Hoceima - Taounate
BNI HADIFA COLLEGE,إعدادية بني حذيفة,CENTRE BNI HADIFA  COMMUNE BNI HADIFA,مركز بني حذيفة جماعة بني حذيفة,0539-81-00-23,Al Houceima,Taza  - Al Hoceima - Taounate
lycée collegeale ait youssef ouali,الثانوية الإعدادية آيت يوسف وعلي,municipalité ajdir,بلـدية أجدبر,0539-80-21-46,Al Houceima,Taza  - Al Hoceima - Taounate
IMRABTEN COLLEGE,الثانوية الاعدادية امرابطن,CENTRE TAMASSINTE  COMMUNE IMRABTEN,ث.اع. امرابطن.  امرابطن,0539819015,Al Houceima,Taza  - Al Hoceima - Taounate
ISSAGUEN (COLLEGE),اساكن,CENTRE ISSAGUEN  COMMUNE ISSAGUEN,مركز اساكن جماعة اساكن,0539813377,Al Houceima,Taza  - Al Hoceima - Taounate
AL MASSIRA ALKHADRA,المسيرة الخضراء,"ASSA-CENTRE,HAY MY ISMAIL COMMUNE ASSA",حي المولى اسماعيل، بلدية آسا، آسا المركز,0528700503,Assa Zag,Guelmim - Es-smara
ENNASR,النصر,ZAG-CENTRE,الزاك المركز,0528-70-42-02,Assa Zag,Guelmim - Es-smara
COLLEGE AHMED EL HANSSALI,ثانوية أحمد الحنصالي الإعدادية,AZILAL CENTRE,بلدية أزيلال,061940822,Azilal,Tadla - Azilal
COLLEGE  IBN ALMOQUAFAA,ثانوية ابن المقفع الإعدادية,CITE ADMINISTRATIVE AZILAL,الحي الإداري أزيلال,0661940823,Azilal,Tadla - Azilal
 COLLEGE HOUMMANE EL FATOUAKI,ثانوية حمان الفطواكي الإعدادية,DEMNATE CENTRE,مركز دمنات,0523506013,Azilal,Tadla - Azilal
COLLEGE AIT MHAMED,ثانوية أيت امحمد الإعدادية,AIT MHAMED,أيت امحمد المركز,0523-45-94-08,Azilal,Tadla - Azilal
COLLEGE  MOULAY ISSA BEN IDRISS,ثانوية مولاي عيسى بن ادريس الإعدادية,AIT ATTAB CENTRE,أيت اعتاب المركز,0523-45-00-26,Azilal,Tadla - Azilal
COLLEGE CHAAIR ALHAMRA,ثانوية شاعر الحمراء الإعدادية,FOUM JEMAA CENTRE,فم الجمعة المركز,0523505033,Azilal,Tadla - Azilal
COLLEGE  IMAM ALI,ثانوية الإمام علي الإعدادية,iMLIL CENTRE,مركز امليل,0661940840,Azilal,Tadla - Azilal
COLLEGE IBN KHALDOUNE,ثانوية ابن خلدون الإعدادية,TIDILI CENTRE,مركز تديلي,023-45-71-03,Azilal,Tadla - Azilal
COLLEGE AFOURER,ثانوية أفورار الإعدادية,AFOURER CENTRE,مركز أفورار,0523-44-00-17,Azilal,Tadla - Azilal
COLLEGE MOHAMED VI 0UAOUIZEGHT,ثانوية محمد السادس  الإعدادية بواويزغت,OUAOUIZEGHT CENTRE,واويزغت المركز,0523-44-20-17,Azilal,Tadla - Azilal
COLLEGE AL BOUHAIRA,ثانوية البحيرة الإعدادية,BIN ELOUIDANE CENTRE,بين الويدان المركز,023-44-24-04,Azilal,Tadla - Azilal
COLLEGE MOHAMED VI  TANFARDA,إع محمد السادس تنفردة,DOUAR TANFARDA,تنفردة - بني عياط,0661940831,Azilal,Tadla - Azilal
COLLEGE HASSANE II,ثانوية الحسن الثاني الإعدادية,TIZGUI CENTRE,مركز تزكي,023441004,Azilal,Tadla - Azilal
COLLEGE MOHAMMADIA,ثانوية المحمدية الإعدادية,HAY SISALEM  BD TAHA HOSSEINE BENI MELLAL,حي سي سالم شارع طه حسين  بني ملال,0523-48-23-80,Beni Mellal,Tadla - Azilal
COLLEGE DAY,ثانوية داي الإعدادية,HAY HOUDA  BENI MELLAL,حي هدى بني ملال,0523-48-24-63,Beni Mellal,Tadla - Azilal
COLLEGE EL QODS,ثانوية القدس الإعدادية,BD HOMMANE EL FATTOUAKI     BENI MELLAL,شارع حمان الفطواكي    بني ملال,0661940929,Beni Mellal,Tadla - Azilal
COLLEGE AHMED ESSAOUMAI,ثانوية احمد الصومعي الإعدادية,HAY EL ADARISSA BENI MELLAL,حي الأدارسة بني ملال,0523-48-37-55,Beni Mellal,Tadla - Azilal
COLLEGE AHMED EL HANSALI,ثانوية احمد الحنصالي الإعدادية,BD DES FAR BENI MELLAL,شارع الجيش الملكي  بني ملال,0523-48-24-99,Beni Mellal,Tadla - Azilal
COLLEGE ABDELKARIM EL KHATTABI,ثانوية عبد الكريم الخطابي الإعدادية,HAY EL HOUDA BENI MELLAL,حي الهدى بني ملال,0523-48-49-43,Beni Mellal,Tadla - Azilal
COLLEGE IBNOU EL MOKAFFAE,ثانوية ابن المقفع الإعدادية,HAY OUMDAHR BENI MELLAL,حي أم ظهر بني ملال,0523-48-36-22,Beni Mellal,Tadla - Azilal
COLLEGE MOHAMED VI,ثانوية محمد السادس الإعدادية,SOUK SEBT, سوق السبت,0523-43-02-86,Fkih ben salah,Tadla - Azilal
COLLEGE SID EL HADRI,ثانوية سيدي الحضري الإعدادية,SID EL HADRI SOUK SEBT,سيدي الحضري  سوق السبت,023-47-16-02,Fkih ben salah,Tadla - Azilal
COLLEGE IBNOU KHALDOUNE,ثانوية ابن خلدون الإعدادية,HAY JAMILA FQUIH BEN SALAH,حي جميلة الفقيه بن صالح,0661940936,Fkih ben salah,Tadla - Azilal
COLLEGE 2 MARS,ثانوية 2 مارس الإعدادية,HAY EL KAWASSEM FQUIH BEN SALAH,حي القواسم الفقيه بن صالح,023-43-50-31,Fkih ben salah,Tadla - Azilal
COLLEGE AL MASSIRA,ثانوية المسيرة الإعدادية,BD 20 AOUT KASBA TADLA,شارع 20 غشت قصبة تادلا,0523-41-81-57,Beni Mellal,Tadla - Azilal
COLLEGE MOHA OU SAID,ثانوية موحا و سعيد الأعدادية,bd hassan 2  EL KSIBA,شارع الحسن 2   القصيبة,023-41-50-05,Beni Mellal,Tadla - Azilal
COLLEGE OUED EDDAHAB,ثانوية وادي الدهب الإعدادية,BD 20 AOUT COMMUNE OULED MBAREK,شارع 20 غشت جماعة اولاد امبارك,,Beni Mellal,Tadla - Azilal
COLLEGE ESSALAM,ثانوية السلام الإعدادية,DOUAR ZOUAER COMMUNE OULED YAICH, الزواير جماعة اولاد يعيش,0661940945,Beni Mellal,Tadla - Azilal
COLLEGE OUM ERRABIE,ثانوية أم الربيع الإعدادية,CENTRE HAD BOUMOUSSA,مركز حد بوموسى,023-46-50-22,Fkih ben salah,Tadla - Azilal
COLLEGE EL OUAHDA,ثانوية الوحدة الإعدادية,CENTRE SIDI HAMMADI,مركز سيدي حمادي,0661940921,Fkih ben salah,Tadla - Azilal
COLLEGE ABDELMALEK ESSAADI,ثانوية عبد المالك السعدي الإعدادية,CENTRE OULED ZMAM,مركز اولاد زمام,0661940952,Fkih ben salah,Tadla - Azilal
COLLEGE SIDI AMROU OU HALLI,ثانوية سيدي عمرو وحلي الإعدادية,AL HAY AL IDARI  COMMUNE AGHBALA,الحي الإداري جماعة أغبالة,023-51-01-63,Beni Mellal,Tadla - Azilal
COLLEGE EL MOKHTAR ESSOUSSI,ثانوية المختار السوسي الإعدادية,DOUAR OULED RGUIA COMMUNE HAL MERBAA,دوار اولاد اركيعة جماعة هل المربع,0523-43-44-73,Fkih ben salah,Tadla - Azilal
COLLEGE TIGHNARI,ثانوية التغناري الإعدادية,ROUTE DE CASA COMMUNE fkih ben salah, مدينة الفقيه بن صالح,0523-43-50-26,Fkih ben salah,Tadla - Azilal
COLLEGE YOUSSEF IBNOU TACHFINE,ثانوية يوسف بن تاشفين الإعدادية,OULED ABDELLAH COMMUNE AL KHALFIA,اولاد عبد الله جماعة خلفية,0523-48-32-18,Fkih ben salah,Tadla - Azilal
COLLEGE  EL MOUAHIDINE,ثانوية الموحدين الإعدادية,OULED HASSOUNE COMMUNE AL KHALFIA,اولاد حسون جماعة الخلفية,0523483314,Fkih ben salah,Tadla - Azilal
COLLEGE OULED SAID,ثانوية اولاد سعيد الإعدادية,CENTRE OULED SAID L OUED,مركز اولاد سعيد الواد,0661940965,Beni Mellal,Tadla - Azilal
COLLEGE OMAR IBNOU EL KHATTAB,ثانوية عمر بن الخطاب الإعدادية,CENTRE BRADIA COMMUNE BRADIA,مركز البرادية جماعة البرادية,,Fkih ben salah,Tadla - Azilal
LYCEE COLLEGIAL  MOHAMMED VI,الثانوية الإعدادية محمد السادس,RUE SIDI ELGHAZOINI COMMUNE BEN SLIMANE,زنقة سيدي الغزواني بنسليمان,0523-29-13-71,Benslimane,Chaouia - Ourdigha
LYCEE COLLEGIAL ZIAD,الثانوية الإعدادية زياد,RUE ZRAIDI GHAFFOUR COMMUNE BEN SLIMANE,زنقة الزرايدي غفور جماعة بنسليمان,023-29-10-33,Benslimane,Chaouia - Ourdigha
LYCEE COLLEGIAL YOUSSEF BNOU TACHFINE,الثانوية الإعدادية يوسف بن تاشفين,RUE CASABLANCA HAY ESSALAM COMMUNE BEN SLIMANE,زنقة الدار البيضاء حي السلام جماع بنسليمان,023-29-17-06,Benslimane,Chaouia - Ourdigha
LYCEE COLLEGIAL MAA AL AINAINE,الثانوية الإعدادية ماء العينين,2 BD HASSAN II COMMUNE BOUZNIKA,2 شارع الحسن الثاني جماعة بوزنيقة,0537-74-32-45,Benslimane,Chaouia - Ourdigha
LYCEE COLLEGIAL 20 aout,الثانوية الإعدادية  20 غشت,HAD OULED ZIANE COMMUNE MOUALINE EL OUED,أحد اولاد زيان جماعة موالين الواد,0523291072,Benslimane,Chaouia - Ourdigha
LYCEE COLLEGIAL IBNOU BAJA,الثانوية الإعدادية ابن باجة,CENTRE SIDI BETTACHE COMMUNE SIDI BETTACHE,مركز سيدي بطاش جماعة سيدي بطاش,0523291091,Benslimane,Chaouia - Ourdigha
