NOM_ETABLISSENTFR,NOM_ETABLISSENTAR,ADRESSEFR,ADRESSEAR,TELEPHONE,PROVINCE,REGION
MOHAMED BEL HASSAN EL OUAZZANI,محمد بن الحسن الوزاني,HAY MOULAY  ISMAIL ,حي مولاي إسماعيل,0660958351,Salé,Rabat - Salé - Zemmour - Zaer
ABDERRAHIM BOUABID,عبد الرحيم بوعبيد,lotissment Said HAJJI route de mehdia ,تجزئة سعيد حجي طريق مهدية ,0660958337,Salé,Rabat - Salé - Zemmour - Zaer
MANDAR EL JAMIL,"ثا, المنظر الجميل",HSSAIN SALA,جماعة احصين,060191248,Salé,Rabat - Salé - Zemmour - Zaer
Lycée mouha ouhamou ezzayani,ثانوية موحى أوحمو الزياني ,KARIAT  HSSAINE,القرية احصين,0660191247,Salé,Rabat - Salé - Zemmour - Zaer
ABBAS MAHMOUD AL AKKAD,"ثا, عباس محمود العقاد",TABRIQUET,تابريكت,0660191252,Salé,Rabat - Salé - Zemmour - Zaer
IBN HANI,"ثا,إبن هاني",HAY OUED EDDAHAB- LAYAYDA,حي واد الذهب العيايدة,0660191250,Salé,Rabat - Salé - Zemmour - Zaer
EL HOUCINE ESSALAOUI,"ثا, الحسين السلاوي",sidi bouknadel,سيدي بوقنادل,0660191251,Salé,Rabat - Salé - Zemmour - Zaer
lycee abessalam amer,ثانوية عبد السلام عامر,souk essalihin hay karima tabriket,سوق الصالحين حي كريمة تابريكت,0669975199,Salé,Rabat - Salé - Zemmour - Zaer
lycee  mohamed elbardouzi,الثا.التأهيلية محمد البردوزي,CITE ROYALE COMMUNE DE HSAINE,الحي الملكي  سلا الجديدة,0663859305,Salé,Rabat - Salé - Zemmour - Zaer
lycée mohamed jamal adourra,ثا محمد جمال الدرة,lot said hajji,سعيد حجي,,Salé,Rabat - Salé - Zemmour - Zaer
lyceé  Abdelouahed Almorrakochi, ثا.عبد الواحد المراكشي,cite sidi moussa ,سيدي موسى ,,Salé,Rabat - Salé - Zemmour - Zaer
lyceé shoul,تأهيلية السهول,elarjate Shoul,العرجات السهول,,Salé,Rabat - Salé - Zemmour - Zaer
lyceé   wallada,ثانوية ولادة,  avenu ennacer laayayda,شارع النصر العيايدة,,Salé,Rabat - Salé - Zemmour - Zaer
lyceé mohammed VI,ثانوية محمد السادس ,hay malaky sala aljadida,الحي الملكي سلا الجديدة,0660191157,Salé,Rabat - Salé - Zemmour - Zaer
ELBATOUL SBIHI,الباتول الصبيحي,HORS BAB SEBTA LAMRISSA,خارج باب سبتة المريسة,,Salé,Rabat - Salé - Zemmour - Zaer
 lycée salama mossadeq,ثا. سلمة مصدق,laayayda,العيايدة,,Salé,Rabat - Salé - Zemmour - Zaer
GHANDI,غاندي,HAY EL WAHDA SECTEUR 7 KARIAT OULED MOUSSA,حي الوحدة قطاع 7 - قرية أولاد موسى,060191171,Salé,Rabat - Salé - Zemmour - Zaer
HASSAN II,"ثا, الحسن الثاني", CITE ROYAL- HSSAINE,الحي الملكي  سلا الجديدة,0660958355,Salé,Rabat - Salé - Zemmour - Zaer
AHMED CHAWKI,ثانوية أحمد شوقي,HAY OUED EDDAHAB- LAYAYDA,حي واد الذهب العيايدة,037874311,Salé,Rabat - Salé - Zemmour - Zaer
ALLAL AL FASSI,"ثا, علال الفاسي",CITE ROYALE COMMUNE DE HSAINE,الحي الملكي  سلا الجديدة,0660958415,Salé,Rabat - Salé - Zemmour - Zaer
SALMAN EL FARISSI, سلمان الفارسي,AV ALMASSIRA ALKHADRA COMMUNE DE BETTANA,شارع المسيرة الخضراء جماعة بطانة,0679798688,Salé,Rabat - Salé - Zemmour - Zaer
 lycee EL FAKIH EL MRINI,ثانوية الفقيه المريني,HAY ESSALAM COMMUNE DE BETTANA,حي السلام جماعة بطانة,0679798685,Salé,Rabat - Salé - Zemmour - Zaer
LYCEE LAFKIH MOHAMMED  BEN ABI BAKR TITOUANI,ثانوية الفقيه محمد بن أبي بكر التطواني,AV SAKIA HAMRA COMMUNE DE BETTANA HAY ESSALAM, شارع الساقية الحمراء جماعة بطانة - حي السلام,0660958407,Salé,Rabat - Salé - Zemmour - Zaer
MOULAY TAYEB ALAOUI,ثانوية مولاي الطيب العلوي,COMMUNE DE BETTANA,جماعة بطانة,0660958414,Salé,Rabat - Salé - Zemmour - Zaer
EL AYOUBI,ثانوية صلاح الدين الأيوبي,BAB SEBTA COMMUNE BAB LAMRISSA,باب سبتة  جماعة المريسة,060958363,Salé,Rabat - Salé - Zemmour - Zaer
LYCEE TECHNIQUE alfarabi,ثانوية الفارابي  التقنية,HAY AL MKINSSIA  COMMUNE BAB LAMRISSA,حي المكينسية  جماعة المريسة,0660958385,Salé,Rabat - Salé - Zemmour - Zaer
 lycee AL aBbas miftah,ثانوية العباس مفتاح,RUE LIBERTE AV LALLA AMINA COMMUNE DE TABRIQUET,شارع للا امنة تابريكت,037-86-16-37,Salé,Rabat - Salé - Zemmour - Zaer
IBN EL KHATIB,ثانوية إبن الخطيب,AV MOHAMED V COMMUNE DE TABRIQUET,شارع محمد الخامس تابريكت,037-86-13-56,Salé,Rabat - Salé - Zemmour - Zaer
ALLAMA MOHAMED SBIHI,ثانويةالعلامة محمد الصبيحي,HAY ALINBIAAT AV BOUKRAA,حي الإنبعاث شارع بوكراع ,0660958387,Salé,Rabat - Salé - Zemmour - Zaer
lycée mohammed elhamdaoui,ثانوية محمد الحمداوي,HAY ERRAHMA COMMUNE DE TABRIQUET,حي الرحمة تابريكت,0660958402,Salé,Rabat - Salé - Zemmour - Zaer
JABER IBN HAYANE,"ثا, جابر بن حيان",Secteur 8 Hay nasr KARIAT,قطاع 8 حي النصر القرية,0660958422,Salé,Rabat - Salé - Zemmour - Zaer
KADI AYAD,"ثا,القاضي عياض",KARIAT OULAD MOUSSA COMMUNE DE HSAINE,القرية جماعة احصين,0537832845,Salé,Rabat - Salé - Zemmour - Zaer
lycée ANNAHDA,ثانوية النهضة,BAB CHAAFA COMMUNE BAB LAMRISSA,باب شعفة  جماعة المريسة,0660958361,Salé,Rabat - Salé - Zemmour - Zaer
SIDI LAHCEN EL YOUSSI,سيدي لحسن اليوسي,route  EL MENZEL,طريق المنزل,0535-66-01-99,Sefrou,Fès - Boulmane
MOHAMED EL  FASSI,محمد الفاسي, EL MENZEL,حي الخبايز   المنزل,035-66-70-85,Sefrou,Fès - Boulmane
BIR ANZARANE,بئر أنزران,BOULEVARD ZERKTOUNI,شارع الزرقطوني,035-66-03-38,Sefrou,Fès - Boulmane
MOHAMED VI,محمد السادس,MUNICIPALITE    IMOUZER  KANDAR,بلدية إيموزار كندر,0535-66-30-44,Sefrou,Fès - Boulmane
MOHAMED EL KOURRI,محمد القري,HAY MSSILA BHALIL,حي امسيلة البهاليل,0535-69-20-26,Sefrou,Fès - Boulmane
MOULAY IDRISS AL AKBAR,مولاي ادريس الأكبر,MUNICIPALITE  RIBAT  EL KHEIR,بلدية رباط الخير,035696002,Sefrou,Fès - Boulmane
TARIK BNOU ZAYAD,طارق بن زياد,COMMUNE RAS TABOUDA,جماعة راس تبودة,0535-97-50-04,Sefrou,Fès - Boulmane
ABOU SALIM EL AYACHI,أبو سالم العياشي,AIN CHEGAG CENTRE,عين الشكاك المركز,0535-66-50-45,Sefrou,Fès - Boulmane
LALLA SALMA,للا سلمى,hay benseffar,حي بنصفار,0661045290,Sefrou,Fès - Boulmane
LYCEE MOHAMED BE ABDELKRIM KHATTABI,ثانوية محمد بن عبد الكريم الخطابي,QUARTIER HABBOUNA - SEFROU,حي حبونة - صفرو,,Sefrou,Fès - Boulmane
Al Amal,الأمل,Settat,سطات,,Settat,Chaouia - Ourdigha
ALLAL BEN ABDELLAH,علال بن عبدالله,hay farah 2,حي الفرح 2,0523721163,Settat,Chaouia - Ourdigha
Lycée RAHAL MESKINI,الثانوية التأهيلية رحال المسكني,bd MOHAMED 6,شارع محمد السادس,0524231363,Settat,Chaouia - Ourdigha
ALMARKAZ,االثانوية التاهيلية المركز,quartier   SIDI ABDELKARIM  RUE IBN SINA HAY PAM  ,حي سيدي عبد الكريم زنقة ابن سينا . حي بام,0523403313,Settat,Chaouia - Ourdigha
LYCEE QUALIFIANT SIDI EL AIDI,الثانوية التأهيلية سيدي العايدي,CENTRE SIDI EL AIDI COMMUNE SIDI EL AIDI,مركز سيدي العايدي,0671800764,Settat,Chaouia - Ourdigha
Lycée SIDI HAJJAJ,الثانوية التأهيلية سيدي حجاج,centre COMMUNE OULaD MRAH,مركز اولاد مراح,023715754,Settat,Chaouia - Ourdigha
Lycée EL BOROUJ,الثانوية التأهيلية البروج,HAY OULAD GHANEM COMMUNE ELBOROUJ,حي اولاد غالم,524-23-00-33,Settat,Chaouia - Ourdigha
Lycée BAJJA,الثانوية التأهيلية باجة,bd ibnou toufail COMMUNE BEN AHMED,شارع إبن طفيل,0523-40-83-32,Settat,Chaouia - Ourdigha
Lycée IBN ABBAD,ثانوية ابن عباد التأهيلية,bd larbi louadi  SETTAT,شارع العربي الوادي -  سطات,0523-40-31-71,Settat,Chaouia - Ourdigha
Lycée ALQODS,الثانوية التأهيليةالقدس,HAY QEILEZ oulad rroussT,حي قيلز أولاد عروس,023-40-35-88,Settat,Chaouia - Ourdigha
Lycée RAS EL AIN,الثانوية التأهيلية راس العين,centre COMMUNE RAS EL AIN,مركز جماعة راس العين,023717097,Settat,Chaouia - Ourdigha
Lycée GUISSER,الثانوية التأهيلية كيسر,COMMUNE GUISSER,جماعة كيسر,0523-72-32-42,Settat,Chaouia - Ourdigha
SIDI mhamed berRAHAL,الثانوية الثأهيلية سيدي محمد بن رحال,COMMUNE SIDI MOHAMMED BENRAHAL,مركز سيدي محمد بن رحال,0671802423,Settat,Chaouia - Ourdigha
Lycée LAAYOUNE,الثانوية التأهيلية العيون,CENTRE tlat  LOULAD COMMUNE LOULAD,مركز ثلاتاء الأولاد,023590061,Settat,Chaouia - Ourdigha
Lycée OULAD SAID,الثانوية ةالتأهيلية اولاد سعيد,CENTRE rural  OULAD SAID,مركز اولاد سعيد,023-72-34-48,Settat,Chaouia - Ourdigha
lycee TECHNIQUE,الثانوية التقنية,HAY EL AMAL COMMUNE SETTAT,حي الأمل بلدية سطات,023-72-09-71,Settat,Chaouia - Ourdigha
Lycée ERRAZI,الثانوية التأهيليةالرازي,BOULEVARD DES FAR COMMUNE SETTAT,شارع الجيش الملكي بلدية سطات,023-40-24-80,Settat,Chaouia - Ourdigha
MOHAMMED ZERKTOUNI,ثانوي محمد الزرقطوني,MUNICIPALITE DE JORF EL MELHA,مركز جرف الملح,0671826273,Sidi Kacem,Gharb - Chrarda - Beni Hssen
20 AOUT,20 غشت,MUNICIPALITE DAR GUEDDARI,جماعة دار الكداري المركز,0537310035,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ALMANSOUR EDDAHBI,ثانوية المنصور الدهبي,AV ALLAL BEN ABDELLAH COMMUNE SIDI KACEM,شارع علال بن عبد الله,0537-59-28-10,Sidi Kacem,Gharb - Chrarda - Beni Hssen
PRINCE MOULAY ABDELLAH,الأمير مولاي عبد الله,ROUTE DE MEKNES  COMMUNE SIDI KACEM,طريق مكناس,0537-59-25-19,Sidi Kacem,Gharb - Chrarda - Beni Hssen
OUHOUD,أحد,HAY MILOUD COMMUNE SIDI KACEM,حي ميلود,037-59-52-80,Sidi Kacem,Gharb - Chrarda - Beni Hssen
MOULAY RACHID,ثانوية مولاي رشيد,AV OUEZZANE COMMUNE MECHRA BEL KSIRI,شارع وزان,037-90-62-94,Sidi Kacem,Gharb - Chrarda - Beni Hssen
AGRICOLE,الثانوية الفلاحية,ROUTE DE HAD KOURT COMMUNE MECHRA BEL KSIRI,طريق حد كورت جماعة بلقصيري,037-59-91-18,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ALFARABI,الفرابي,MUNICIPALITE HAD KOURT,مركز حد كورت,0537-89-98-13,Sidi Kacem,Gharb - Chrarda - Beni Hssen
MOHAMMED V,محمد الخامس,HAY AFKA COMMUNE SIDI KACEM,حي أفكا سيدي قاسم,037-59-32-44,Sidi Kacem,Gharb - Chrarda - Beni Hssen
AL WAHDA,الوحدة,COMMUNE OULED NOUAL,أولاد نوال,0537998499,Sidi Kacem,Gharb - Chrarda - Beni Hssen
lycée BELKSIRI,ثانوية بلقصيري,BELKSIRI,بلقصيري,0654018646,Sidi Kacem,Gharb - Chrarda - Beni Hssen
lycée AL WAFAE,ثانوية الوفاء,SIDI EL KAMEL,سيدي الكامل,0655250473,Sidi Kacem,Gharb - Chrarda - Beni Hssen
lycée PALESTINE,ثانوية فلسطين ,JORF EL MELHA,جرف الملحة,0654018534,Sidi Kacem,Gharb - Chrarda - Beni Hssen
lycée ABDELLAH IBRAHIM,ثانوية عبد الله إبراهيم,ZIRARA,زيرارة,0655250478,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ZEGGOUTA,زكوطة,C Zeggouta,جماعة زكوطة,0537597024,Sidi Kacem,Gharb - Chrarda - Beni Hssen
JORF EL MELHA,جرف الملحة,LOT HAIT LEKHAL 2  JORF EL MELHA,تجزءة حيط لكحل 2 / جرف الملحة,0671816463,Sidi Kacem,Gharb - Chrarda - Beni Hssen
AL MOUTANABI,المتنبي,CENTRE AIN DOUFALI,عين الدفالي,0671826251,Sidi Kacem,Gharb - Chrarda - Beni Hssen
MOHAMED SERRAJ,محمد السراج,SIDI YAHYA ZAEIR CENTRE,سيدي يحيى المركز,0660191285,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
LARBI DOGHMI,العربي الدغمي,OULAD MTAAE QUARTIER INDUSTRIEL,اولاد مطاع الحي الصناعي تمارة,0660191286,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
BILAL BNOU RABAH,بلال بن رباح,HAY ENNAHDA bvd ezzerktouni,حي النهضة، شارع الزرقطوني تمارة,0660191288,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
ABDERRAHMANE EDDAKHIL,عبد الرحمان الداخل,quartier ennasser AIN AOUDA CENTRE,حي النصر عين العودة المركز,0660191290,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
AL MANSOUR EDDAHBI,المنصور الدهبي,LOT OULAD ZAER ,تجزشة اولاد زعير ,0660480308,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
MAATI BOUABID,المعطي بوعبيد,boulevard my idriss premier massira 1,شارع الأوداية تجزئة الأندلس ,0660191328,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
IMAM BOUKHARI,الإمام البخاري,massira 1,المسيرة 1 ,0660480351,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
SELMANE EL FARISSI,سلمان الفارسي,boulevard mohamed 5 talaa 8,شارع محمد الخامس الطلعة 8,060480295,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
MERS EL KHEIR,مرس الخير,MERS EL KHEIR CENTRE,مرس الخير,0660191013,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
Abi hourayra,أبي هريرة,El menzeh centre,المنزه المركز,0661387044,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
Mohamed abd el jabri, محمد عابد الجابري ,Hay Annasr,حي النصر,0660619452,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
Ahmed el bouanani,أحمد البوعناني,cmmune sidi yahya zaer tamesna,جماعة سيدي يحيى زعير تامسنا,0679798552,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
Aby Bakr Arrazi,أبي بكر الرازي,Skhirate centre,الصخيرات المركز,,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
Annassime,النسيم,hay maamoura massira2,حي المعمورة المسيرة 2,,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
Annassime,النسيم,hay maamoura massira2,حي المعمورة المسيرة 2,0679798580,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
Abdallah ibrahim,عبد الله إبراهيم,Sabbah centre,الصباح المركز,0648333910,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
MOULAY ALI CHERIF,مولاي علي الشريف,MASSIRA 1   TEMARA,المسيرة 1 تمارة,0660958682,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
imam alghazali,الامام الغزالي,BOULEVARD MOHAMED 5   TEMARA,شارع محمد الخامس تمارة,0660958679,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
IBN ROCHD,ابن رشد,CITE FIRDAOUS TEMARA,حي الفردوس تمارة,0660958678,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
PRINCE MY ABDELLAH,الامير مولاي عبد الله,ROUTE AIN ROUZ SKHIRATE,طريق عين الروز الصخيرات,0660958680,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
LYCEE AGRICOLE,الثانوية الفلاحية,ROUTE DE  SIDI YAHYA DES ZAERS KM45,"طريق يدي يحيى زعير كلم 4,5",0537642576,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
AL ANDALOUS,الاندلس,CITE ANDALOUS RUE saraqosta TEMARA,حي الاندلس تمارة,060958688,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
CHAFCHAOUNI,الشفشاوني,ROUTE PRINCIPALE 1 TEMARA,شارع الحسن الثاني تمارة,0660958674,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
KADI AYADE,القاضي عياض,AIN AOUDA CENTRE,عين العودة المركز,0679798573,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
lycée  moulay el hassan,ثانوية  مولاي الحسن للأقسام التحضيرية,RUE DES AMOUREUX COMMUNE TANGER,شارع العشاق,0539935089,Tanger Assilah,Tanger - Tetouan
ABDELLAH CHEFCHAOUNI,عبد الله الشفشاوني,ROUTE AOUAMA  COMMUNE BNI MAKADA,حي الزهرة بني مكادة,0673695497,Tanger Assilah,Tanger - Tetouan
ABDELKHALEK TORRES,عبد الخالق الطريس,RUE ZOUBAIR IBN AOUAM BP609 COMMUNE CHARF,شارع الزبير بن العوام,0539941904,Tanger Assilah,Tanger - Tetouan
ROI FAHD IBN ABDELLAZIZ,الملك فهد بن عبد العزيز,COLLINE CHARF COMMUNE CHARF,شارع يعقوب المنصور هضبة الشرف,0539940008,Tanger Assilah,Tanger - Tetouan
ZAINAB NAFZAOUIYA,زينب النفزاوية,AV HASSAN PREMIER BP2011 COMMUNE TANGER,1 شارع الحسن الأول,0539931580,Tanger Assilah,Tanger - Tetouan
MOULAY YOUSSEF,مولاي يوسف,AVENUE IBN TAYMIA COMMUNE TANGER,شارع ابن تيمية,0539941572,Tanger Assilah,Tanger - Tetouan
MOULAY RACHID,مولاي رشيد,RUE DES AMOUREUX COMMUNE TANGER,زنقة العشاق,0539935320,Tanger Assilah,Tanger - Tetouan
IBN EL KHATIB,ابن الخطيب,RUE DOCTEUR FARAJ COMMUNE souani,شارع الدكتور فرج,0539949261,Tanger Assilah,Tanger - Tetouan
ABI EL ABBAS SEBTI,أبو العباس السبتي,CITE IBN BATOTA BP3119 COMMUNE CHARF,حي ابن بطوطة,0539310493,Tanger Assilah,Tanger - Tetouan
ABI BAKR ERRAZI,أبو بكر الرازي,AVENUE SALAM COMMUNE CHARF,شارع السلام,0539943896,Tanger Assilah,Tanger - Tetouan
MOULAY SLIMANE ORIGINEL,مولاي سليمان,RUE EL MOUJAHIDINE COMMUNE TANGER,زنقة المجاهدين,0539938935,Tanger Assilah,Tanger - Tetouan
ALLAL EL FASSI,علال الفاسي,AVENUE MOULAY ALI CHERIF COMMUNE BNI MAKADA,شارع مولاي علي الشريف بني مكادة,0539953903,Tanger Assilah,Tanger - Tetouan
OUED EDDAHAB,وادي الذهب,AVENUE HASSAN II MUNICIPALITE ASSILAH,شارع الحسن الثاني ص.ب 226,0539416746,Tanger Assilah,Tanger - Tetouan
KHAOUARIZMI,الخوارزمي,Lotissement alkhayre 1 bendibane bir chifa bp 8027,تجزئة الخير 1 بنديبان بئر الشفا ص.ب 8027,0539313960,Tanger Assilah,Tanger - Tetouan
ABDELMOUMEN AL MOUAHIDI,عبد المومن الموحدي,Rue tetouan Hay amal3,طريق تطوان حي الامل3,0668157965,Tanger Assilah,Tanger - Tetouan
Al hanssali,الحنصالي,mesnana route de ziaten,مسنانة طريق الزياتن,,Tanger Assilah,Tanger - Tetouan
lycée immam al ghazali,الثانوية التأهيلية الإمام الغزالي,route al aouama RUE ASSOUAN ,طريق العوامة,0613189807,Tanger Assilah,Tanger - Tetouan
Lyc HASSAN II,"ثا,  الحسن الثاني",QUARTIER ACHANAD COMMUNE BNI MAKADA,طريق سيدي إدريس حي أشناد,0539380048,Tanger Assilah,Tanger - Tetouan
CHEIKH MOHAMED LAGHDAF,الشيخ محمد الأغظف,HAY CHEIKH ABDATI TANTAN,حي الشيخ عبداتي,0528877216,Tantan,Guelmim - Es-smara
Lycée MOHAMED VI,ثانوية  محمد السادس, bp 254 TANTAN PLAGE, ص .ب  : 254  طانطان الشاطىء,0528879737,Tantan,Guelmim - Es-smara
MOHAMED V,محمد الخامس,HAY AL JADID TANTAN,الحي الجديد طانطان,0528877365,Tantan,Guelmim - Es-smara
AL QODS,القدس,HAY AL QODS TANTAN,حي القدس طانطان,0528-87-87-52,Tantan,Guelmim - Es-smara
Chahid mohamed Zarktouni,الشهيد محمد  الزرقطوني,HAY AL JADID TAN-TAN,الحي الجديد طانطان,0528765619,Tantan,Guelmim - Es-smara
IBN BATOUTA,ابن بطوطة,EL MASSIRA EL KHADRA B P 7 TANTAN,حي المسيرة الخضراءص ب 7 طانطان,0528765676,Tantan,Guelmim - Es-smara
Lycée Qualifiant EL WAHDA ,ثا نوية الوحدة التأهيلية,MUNICIPALITE TAOUNATE CENTRE TAOUNATE,بلدية تاونات,035-62-72-23,Taounate,Taza  - Al Hoceima - Taounate
LYCEE QUALIFIANT IBN KHALDOUN,ثانوية ابن خلدون التأهيلة,MUNICIPALITE KARIA CENTRE  TAOUNATE,بلدية القرية,0535-62-82-24,Taounate,Taza  - Al Hoceima - Taounate
lycée qualifiant EL MANSOUR DAHBI ,ثانوية المنصور الذهبي التأهيلية,MUNICIPALITE TISSA CENTRE  TAOUNATE,بلدية تيسة,0535-68-00-13,Taounate,Taza  - Al Hoceima - Taounate
LYCéE QUALIFIANT KHALID IBN ALOUALID ,ثانوية خالد بن الوليد التأهيلية,COMMUNE BNI OULID MUNICIPALITE TAOUNATE TAOUNATE, تاونات,0535-97-31-06,Taounate,Taza  - Al Hoceima - Taounate
lycée qualifiant IMAM CHOutaibi,ثانوية الإمام الشطيبي التأهيلية,RUE hassan2 MUNICIPALITé GHAFSai  TAOUNATE,بلدية غفساي,0535699033,Taounate,Taza  - Al Hoceima - Taounate
 lycee qualifiant MOHAMED VI ,ثا محمد السادس التأهيلية ,COMMUNE OURDZAGH TAOUNATE,جماعة الوردزاغ-دائرةغفساي,035723032,Taounate,Taza  - Al Hoceima - Taounate
Lycee ABDELKRIM EL KHATTABI qualifiant,ثانوية عبد الكريم الخطابي التأهيلية,MUNICIPALITE DHAR ESSOUK  TAOUNATE,بلدية ظهر السوق,0535720131,Taounate,Taza  - Al Hoceima - Taounate
lycee AIN AICHA qualifiant,ثانوية عين عائشة التأهيلية,COMMUNE AIN AICHA TISSA,جماعة عين عائشة - تيسة,0535769497,Taounate,Taza  - Al Hoceima - Taounate
lycée qualifiant IBN SINA,ثانوية ابن سينا التأهيلية,Lotissement El Wahda Taounate Soufla,تجزئة الوحدة تاونات السفلى,0660126282,Taounate,Taza  - Al Hoceima - Taounate
Lycée Qualifiant EL Ahd Eljadid,ثانوية العهد الجديد التأهيلية,Galaz centre,كلاز المركز,,Taounate,Taza  - Al Hoceima - Taounate
Lycée Qualifiant EL Khaouarizmi,ثانوية الخوارزمي التأهيلية,Bouhouda centre,بوهودة المركز,,Taounate,Taza  - Al Hoceima - Taounate
lycée qualifiant IMAM GHAZALI,ثانوية الإمام الغزالي التأهيلية,Tafrant centre,تافرانت المركز,,Taounate,Taza  - Al Hoceima - Taounate
LYCEE TAHA HOUSEIN qualifiant,ثانوية طه حسين التأهيلية,AIN MEDIOUNA,عين مديونة,0535722168,Taounate,Taza  - Al Hoceima - Taounate
LAAYOUNE EL JADIDA,العيون الجديدة,route maghrib el arabi hay lakdim el aioun,طريق المغرب العربي الحي القديم العيون 60450,0678991424,Taourirt,l'Oriental
ALMARINIYINNE,لثانوية التاهيلية المرينيين,LOT NASSIME TAOURIRT, تجزئة النسيم تاوريرت,0678991410,Taourirt,l'Oriental
AL FATH,الفتح,HAY EL PAM,حي البام,0678991396,Taourirt,l'Oriental
SALAH EDDINE EL AYOUBI,صلاح الدين الايوبي,ROUTE DE DEBDOU,طريق دبدو,0678991399,Taourirt,l'Oriental
EZZAITOUNE,الزيتون,HAY ELKARIANE,حي الكريان,0678991412,Taourirt,l'Oriental
lycee DEBDOU,ثانوية دبدو, hay el kour, حي القور,0678991392,Taourirt,l'Oriental
ERRAZI,الرازي,DOUAR ARAZANE COMMUNE ARAZANE,د. أرزان,0661632149,Taroudant,Sous-Massa-Draa
IBN MAJA,ابن ماجة,MUNICIPALITE TALIOUINE,بلدية تالوين,0661913191,Taroudant,Sous-Massa-Draa
MOULAY YOUSSEF,مولاي يوسف,OULAD BERHIL route de marrakech,اولاد برحيل طريق مراكش,0661983247,Taroudant,Sous-Massa-Draa
AL AIRFANE,العرفان,SEBT EL GUERDANE MUNICIPALITE EL GUERDANE,سبت الكردان المركز,0528540423,Taroudant,Sous-Massa-Draa
AL FADILA,الفضيلة,CENTRE TAFINGOULT COMMUNE TAFINGOULT,مركز جماعة تافنكولت,0528531681,Taroudant,Sous-Massa-Draa
TABARI,الطبري,COMMUNE LAGFIFAT ANNEXE AIN CHAIB,جماعة الكفيفات,028-52-80-17,Taroudant,Sous-Massa-Draa
SIDI MOUSSA,سيدي موسى,COMMUNE SIDI MOUSSA CERCLE OULAD TAIMA,جماعة سيدي موسى,0528-52-81-90,Taroudant,Sous-Massa-Draa
CHABBI,الشابي,DOUAR   AIN LAMDIOUER COMMUNE MACHRAA AL AINE,د. عين المديور,0661913180,Taroudant,Sous-Massa-Draa
AL MAARIFA,المعرفة,DOUAR   OULAD AISSA COMMUNE OULAD AISSA,د. اولاد عيسى,0528218503,Taroudant,Sous-Massa-Draa
AL MAJD,المجد,DOUAR   EL KOUDIA COMMUNE AL KOUDIA AL BEIDA,جماعة الكدية,0528528019,Taroudant,Sous-Massa-Draa
AL ARAK,الأرك,CENTRE IGHRM MINICIPALITE IGHREM,مركز إغرم,0528859202,Taroudant,Sous-Massa-Draa
IBN SOULAIMANE ROUDANI,ابن سليمان الروداني,BOULEVARD MOHAMED VI BP 274 TAROUDANT,شارع  محمد السادس ص ب 274 تارودانت,0528-85-22-12,Taroudant,Sous-Massa-Draa
SIDI OU SIDI,سيدي وسيدي,QUARTIER AL MHAITA MUNICIPALITE TAROUDANT,حي المحايطة,0528-85-26-08,Taroudant,Sous-Massa-Draa
ABDALLAH CHEFCHAOUNI,عبد الله الشفشاوني,HAY AL KOURSI MUNICIPALITE OULAD TAIMA,حي الكرسي,0528-52-63-05,Taroudant,Sous-Massa-Draa
lycee AGRICOLE,الثانوية الفلاحية,MUNICIPALITE OULAD TAIMA,بلدية اولاد تايمة,0528-85-82-62,Taroudant,Sous-Massa-Draa
ANNAHDA,النهضة,   CHRARDA MUNICIPALITE OULAD TAIMA,حي الشراردة اولادتايمة,028527937,Taroudant,Sous-Massa-Draa
MOHAMED V d enseignement originel,ثانوية محمد الخامس للتعليم الأصيل,AVENUE BIR INEZRAN MUNICIPALITE TAROUDANT,شارع بير إنزران,0528852132,Taroudant,Sous-Massa-Draa
DAKHLA,الداخلة,CENTRE OULAD BERHIL MLTE OULAD BERHIL,مركزاولاد برحيل,0528-53-10-11,Taroudant,Sous-Massa-Draa
