NOM_ETABLISSENTFR,NOM_ETABLISSENTAR,ADRESSEFR,ADRESSEAR,TELEPHONE,PROVINCE,REGION
ABDERRAHMAN IBN AOUF,عبد الرحمان بن عوف,HAY ESSAFAE  COMMUNE DE HSAINE,[ جماعة احصين  حي الصفاء ,0660191152,Salé,Rabat - Salé - Zemmour - Zaer
CHAHID MOHAMED HIANI,الشهيد محمد الحياني,AV MY ABDELLAH ALKARIA COMMUNE DE HSAINE,شارع محمد بن عبد الله,0679798670,Salé,Rabat - Salé - Zemmour - Zaer
EL KINDI,الكندي,HAY RACHAD EL KARIA  SALE,حي الرشاد شارع مولاي عبد الله القرية احصين- سلا,0660191153,Salé,Rabat - Salé - Zemmour - Zaer
BOUCHAIB EL HRIZI,بوشعيب  الحريزي,AVENUE Med 5 SECTEUR 4 SALE,شارع محمد الخامس قطاع 4 القرية - سلا - احصين,0660191154,Salé,Rabat - Salé - Zemmour - Zaer
AMER ESSOUFLA,عامر السفلى,HAY EL KIFAH AV. AL MASSIRA  COMMUNE DE HSAINE,حي الكفاح شارع المسيرة - القرية - جماعة احصين,0660191155,Salé,Rabat - Salé - Zemmour - Zaer
HSAINE,احصين,AVE AL MASSIRA EL KHADRA SEC.7 KARIAT OULAD MOUSSA,شارع المسيرة الخضراء سكتور 7 قرية اولاد موسى احصين,060191156,Salé,Rabat - Salé - Zemmour - Zaer
ABDELLAH SBIHI,عبد الله الصبيحي,AVENUE EL FAKIH MOHAMED BEN ALI EDDOUKALI,شارع الفقيه محمد بن علي الدكالي,,Salé,Rabat - Salé - Zemmour - Zaer
CHARIF EL IDRISSI,الشريف الادريسي,HAY ES SAFAE SECTEUR 3  HSAIN - SALE,حي الصفاء سكتور 3 احصين - سلا,060191158,Salé,Rabat - Salé - Zemmour - Zaer
ecole hassan sghir,م. حسن الصغير,AV MY ABDELLAH HAY AL FARAH COMMUNE DE HSAINE,حي الفرح,0660191159,Salé,Rabat - Salé - Zemmour - Zaer
ecole abdelkarim ghallab,مدرسة عبد الكريم غلاب,AV MY ABDELHAFID  COMMUNE DE HSAINE,شارع مولاي عبد الحفيظ قطاع 4 - جماعة احصين,0660191160,Salé,Rabat - Salé - Zemmour - Zaer
BIR ANZARANE,بئر انزران,HAY ANNASR ALKARIA COMMUNE DE HSAINE,حي النصر القرية سلا ,0660191161,Salé,Rabat - Salé - Zemmour - Zaer
YAAKOUB AL MANSOUR,يعقوب المنصور,HAY SSAFAAE HSSAIN,حي الصفاء -  احصين,0660029131,Salé,Rabat - Salé - Zemmour - Zaer
OTHMANE BNOU AFFAN,عثمان بن عفان,HAY EL WAHDA HSSAIN   SALE,حي الوحدة احصين - سلا,0660191163,Salé,Rabat - Salé - Zemmour - Zaer
ABI BAKR ESSADDIQ,أبي بكر الصديق,ROUTE LA BAZE AIREENE  LAAYAYDA,طريق القاعدة الجوية - العيايدة,0660191224,Salé,Rabat - Salé - Zemmour - Zaer
ecole alwadi3  alassafi,وديع الأسفي,ROUTE SIDI BRAHIM HAY OUAD EDDAHAB COMMUNE LAYAYDA,طريق سيدي ابراهيم حي واد الدهب العيايدة,0660191179,Salé,Rabat - Salé - Zemmour - Zaer
OULAD HLAL,اولاد هلال المركزية,OULAD HLAL CENTRE HSSEIN  SALE,اولاد هلال المركزية احصين - سلا,0660191223,Salé,Rabat - Salé - Zemmour - Zaer
SIDI HMIDA,سيدي حميدة,TRIBUT HSAINE COMMUNE DE HSAINE,سيدي حميدة حصين,0660132631,Salé,Rabat - Salé - Zemmour - Zaer
EL AARJAT,العرجات,KM 17 RUE MEKNES COMMUNE DE SHOUL,كلم 17 طريق مكناس العرجات - السهول,0660191225,Salé,Rabat - Salé - Zemmour - Zaer
SIDI CHAFI,سيدي الشافي,DOUAR SIDI CHAFI COMMUNE DE SHOUL,دوار الخليفيين سيدي الشافي - السهول,0679798667,Salé,Rabat - Salé - Zemmour - Zaer
SIDI AMIRA,سيدي عميرة,DOUAR SIDI AMIRA COMMUNE DE BOUKNADEL,دوار سيدي عميرة - جماعة بوقنادل,0660191236,Salé,Rabat - Salé - Zemmour - Zaer
SIDI ABDELAZIZ,سيدي عبد العزيز,DOUAR OULAD RADI  COMMUNE DE SHOUL,دوار أولاد الراضي - السهول,0660191377,Salé,Rabat - Salé - Zemmour - Zaer
SABT LAKDIM,السبت القديم,SHOUL SALE,السهول  احواز - سلا,0660191226,Salé,Rabat - Salé - Zemmour - Zaer
SIDI AZZOUZ,سيدي عزوز,DOUAR SIDI AZZOUZ COMMUNE DE SHOUL,مركزية سيدي عزوز- سوق الاثنين السهول,0660191378,Salé,Rabat - Salé - Zemmour - Zaer
FEDDAN EZZIT,فدان الزيت,DOUAR FEDDAN EZZIT COMMUNE DE SHOUL,السهول,,Salé,Rabat - Salé - Zemmour - Zaer
OUALJATE SOLTANE,مركزية ولجة السلطان,SS OULJAT SLTON SOUK ARBIAA COMMUNE DE SHOUL,م/م ولجة السلطان أربعاء السهول,0660191227,Salé,Rabat - Salé - Zemmour - Zaer
ENNASR,النصر,DOUAR OULAD BOURZIN- JOUANEB - COMMUNE DE SHOUL,دوار أولاد بورزين - الجوانب - جماعة السهول,0660191380,Salé,Rabat - Salé - Zemmour - Zaer
BOUKNADEL,بوقنادل,BOUKNADEL CENTRE,بوقنادل المركز,,Salé,Rabat - Salé - Zemmour - Zaer
ZARDAL,زردال,DOUAR ZARDAL COMMUNE DE BOUKNADEL,دوار زردال بوقنادل - سلا,,Salé,Rabat - Salé - Zemmour - Zaer
OULAD SBITA CENTRE,اولاد اسبيطة,DOUAR OULAD SBITA COMMUNE DE amere,دوار اولاداسبيطة جماعة عامر,0660191381,Salé,Rabat - Salé - Zemmour - Zaer
AL HANCHA,الحنشة,AL HANCHA,الحنشة,,Salé,Rabat - Salé - Zemmour - Zaer
DOU SLIM CHAT,دويسليم,DOUAR DOU SLIM CHAT COMMUNE DE BOUKNADEL,دوار دويسليم بوقنادل - سلا,,Salé,Rabat - Salé - Zemmour - Zaer
SIDI BRAHIM,سيدي ابراهيم,COMMUNE DE ameur,جماعة عامر,0660191231,Salé,Rabat - Salé - Zemmour - Zaer
EL BRAHMA 2,البراهمة 2,COMMUNE DE ameur,جماعة علمر,0660191231,Salé,Rabat - Salé - Zemmour - Zaer
EL BRAHMA 3,البراهمة 3,COMMUNE DE AMEUR,جماعة عامر,0679798725,Salé,Rabat - Salé - Zemmour - Zaer
AIN BARKA,عين بركة,DOUAR AIN BARKA COMMUNE DE BOUKNADEL,دوار عين بركة زردال  بوقنادل,0660191382,Salé,Rabat - Salé - Zemmour - Zaer
OULAD LAGZOULI,اولاد الغزولي,DOUAR OULAD LAGZOULI COMMUNE DE AMER,دوار اولاد الغزولي جماعة عامر,0660617705,Salé,Rabat - Salé - Zemmour - Zaer
EL FOUARAT LHANCHA,الحنشة الفوارات,DOUAR FOUARAT ALHANCHA COMMUNE DE BOUKNADEL,قبيلة الحنشة - جماعة عامر,0679798556,Salé,Rabat - Salé - Zemmour - Zaer
EL MEKKI EL BITALI,المكي البيطالي,av Mohamed V ,شارع محمد الخامس,0660191030,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
EL BOUSTANE,البستان,CITE ANDALOUS    RUE 6   TEMARA,حي الامدلس الزنقة 6 تمارة,0660191043,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
BRAHIM ROUDANI,ابراهيم الروداني,DOUAR LEMNACER loulalda  TEMARA,دوار لمناصرلولالدة  تمارة,0660191040,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
IBN HAZEM,ابن حزم,BOULEVARD HASSAN 2  TEMARA,شارع الحسن  الثاني تمارة,060191019,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
MOHAMMED EL FASSI,محمد الفاسي,BOULEVARD HASSAN 2   TEMARA,شارع الحسن الثاني,060191007,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
EL MOUAHHIDINE,الموحدين,BOULEVARD MOHAMED V    TEMARA,شارع محمد الخامس تمارة,060191022,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
EL MASSIRA,المسيبرة, RUE mohamed taoufiq elbakri,زنقة محمد توفيق البكري,-0660480369,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
EL MAGHREB EL ARABI,المغرب العربي,MASSIRA 1 RUE TATA  TEMARA,المسيرة 1 زنقة طاطا تمارة,0660191021,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
TAREK IBN ZIAD,طارق بن زياد,MASSIRA 1  TEMARA,السيرة 1 تمارة,0660191014  -,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
OMAR IBN EL KHATTAB,عمر بن الخطاب,MAGHREB ARABI MASSIRA 2  TEMARA,حي المغرب العربي المسيرة 2,-  -  -,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
BADR, بدر,MAGHREB ARABI MASSIRA 2 TEMARA,حي المغرب العربي تمارة,-  -  -,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
ELMAATI AZMI,المعطي عزمي,MAGHREB ARABI MASSIRA2 TEMARA,لمغرب العربي تمارة,037605764,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
IBN AL HAYTAM,ابن الهيثم,TALAA CHEIKH DAOUI  TEMARA,طلعة الشيخ الضاوي تمارة,0660191028,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
AL ITTIHAD AL ARABI,الاتحاد العربي,HAY alitihad al arabi  TEMARA,حي الاتحاد العربي تمارة,060191037,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
KHALED IBN AL WALID,خالد بن الوليد,HAY NAHDA TEMARA,حي النهضة تمارة,0660191010,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
JABER IBN HAYANE,جابر بن حيان,RUE LE CAIRE HAY wad adahab TEMARA,شارع القاهرة حي واد الذهب تمارة,-  -  -,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
EL MEKKI NACIRI,المكي الناصري,MAGHREB ARABI MASSIRA 2 TEMARA,لمغرب العربي تمارة,-  -  -,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
ABDELKARIM KHATTABI,عبد الكريم الخطابي,CITE EL AZRAK  TEMARA,حي الازرق تمارة,-  -  -,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
MOUSSA IBN NOUSSAIR,موسى بن نصير,LOULALDA CITE el ghazali  TEMARA,الولالدة حي الغزالي تمارة,0660191025,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
ALLAL EL FASSI,علال الفاسي,HAY AL MAGHREB AL ARABI  MASSIRA 2 TEMARA,حي المغرب العربي المسيرة 2,0660191036,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
MOHAMMED ZARKTOUNI,محمد الزرقطوني, DOUAR OULAD SLMA EL BAHRIYA HARHOURA,اولاد سلامة  طريق الفلاح,0660191031 -,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
EL FARABI,الفرابي,CITE BEETHOVEN HARHOURA,حي بيتهوفن الهرهورة,0660191046,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
ESSAADYINE,السعديين,SKHIRATE CENTRE,الصخيرات المركز,037-74-21-05,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
HATEB IBN ABI BALTAA,حاطب بن ابي بلطعة,DOUAR AIN ROUZE SKHIRATE,دوار عين الروز الصخيرات,0660191058   ,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
EL MANDAR EL JAMIL,المنظر الجميل,DOUAR CHIAHNA SKHIRATE,دوار الشياحنة الصخيرات, 0660191029-,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
MHIJER,امحيجر,ROUTE DE LA PLAGE SKHIRATE,طريق الشاطئ الصخيرات,060191018 ,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
EL YASMINE,الياسمين,DOUAR JDID SKHIRATE,دوار الجديد الصخيرات,0660191004,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
ANWAL,انوال,AIN AOUDA CENTRE,عين العودة المركز,0679798702,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
ABDELLAH IBN YASSIN,عبد الله بن ياسين,AIN AOUDA  CENTRE,عين العودة المركز,075379293,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
SAAD IBN ABI WAKKASS,سعد بن أبي وقاص,AIN EL AOUDA CENTRE,عين العودة المركز,0675399303,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
OKBA IBN NAFIE,عقبة بن نافغ,ROUTE DE SIDI YAHYA DES ZAERS   MERS ELKHEIR,طريق سيدي يحيى زعير مرس الخير,066019045,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
HOMMANE EL FATWAKI,حمان الفطواكي,DOUAR GHBOULA  AIN ATIG  TEMARA,دوار غبولة عين عتيق تمارة   ,-  -  -,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
EL MASJID,المسجد,ROUTE DE AIN AOUDA  COMMUNE EL MENZEH,طريق عين العودة,075379427,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
SIDI YAHYA ZAER,سيدي يحيى زعير,SIDI YAHYA ZAER CENTRE,سيدي يحى زعير المركز,0675379321,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
OMAR IBN ABDELAZIZ,عمر بن عبد العزيز,SIDI YAHYA ZAER CENTRE,سيدي يحى زعير المركز,0675379426,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
OTMAN IBN AFFANE,عثمان بن عفان,Lotissement Riad oulad Mtaa,تجزئة رياض اولاد امطاع,0660191049,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
AL HIZAM AL AKHDAR,الحزام الاخضر,DOUAR OULAD MTAA  TEMARA,دوار اولاد مطاع تمارة,-  -  -,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
DAR EL BATOUL,دار الباتول,ROUTE DE SIDI YAHYA DES ZAER  MERS ELKHEIR,طريق سيدي يحيى زعير  مرس الخير,-  -  -,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
AIN ATTIG,عين اعتيق,AIN ATIG CENTRE,عين اعتيق المركز,-  -  -,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
OULAD SLAMA,اولاد سلامة,DOUAR OULAD SLAMA RP1  AIN ATIG,اولاد سلامة  الطريق الرئيسية رقم 1,0660191041,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
AIN ROZ,عين الروز,DOUAR AIN ROUZ  SABBAH,دوار عين الروز الصباح,0675379520,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
ABI BAKR IBN ZOHR,ابي بكر بن زهر,SOUK EL HAD SABBAH,سوق الحد الصباح,-  -  -,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
OUED CHERRAT,واد الشراط,ROUTE PRINCIPALE N°1   SABBAH,الطريق الرئيسية رقم 1 الصباح,060191027 ,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
EL FATH,الفتح,DOUAR EL FATH    ,دوار الفتح ,0660191039,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
EL MENZEH,المنزه,ROUTE DE AIN AOUDA  DOUAR OULAD MBAREK,طريق عين العودة دوار اولاد مبارك,0675379428,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
OUM AZZA,ام عزة,OUM AZZA CENTRE,ام عزة المركز,075379449,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
SIDI MED CHERIF,سيدي محمد الشريف,DOUAR EL FOUKARA COMMUNE OUM AZZA,دوار الفقراء ام عزة,0675399455,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
ROUIDAT,الرويضات,SAD ROUIDAT  SIDI YAHYA ZAER,سد الرويضات سيدي يحيى زعير,075379328,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
REMAMHA,الرمامحة,DOUAR OULAD SAID SIDI YAHYA ZAER,دوار اولاد سعيد  سيدي يحيى زعير,075379408,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
HAJ EL BOUHALI,الحاج البهالي,DOUAR EL HAJ EL BOUHALI SIDI YAHYA ZAER,دوار الحاج البهالي سيدي يحيى زعير,-  -  -,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
AIN RIBAA,عين الريبعة,AIN RIBAA  SIDI YAHYA ZAER,عين الريبعة سيدي يحيى زعير,075379409,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
EL KOUDIA,الكدية,DOMAINE AGRICOLE EL KOUDIA,الضيعة الفلاحية الكدية سيدي يحى زعير,0675379410,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
FATIMA AL FIHRYA,فاطمة الفهرية,41 RUE ALMOUAHIDDIN COMMUNE SIDI BELYOUT,41 شارع الموحدين,0522-27-86-59,Casablanca Anfa,Grand Casablanca
IBN ARROUMI,ابن الرومي,5 RUE ESSAOUIRA ANCIENNE MEDINA COMMUNE SI BELYOUT,5 زنقة الصويرة المدينة القديمة,0522274234,Casablanca Anfa,Grand Casablanca
OMAR BEN ABDELAZIZ,عمر بن عبد العزيز,6 PLACE DE BELGIQUE ACIENNE MEDINA COM SI BELYOUT,6 زنقة بلجيكا سيدي بليوط,0522-22-34-11,Casablanca Anfa,Grand Casablanca
AHMED AL HANSALI,أحمد الحنصالي,18 RUE AZILAL COMMUNE SIDI BELYOUT,18 زنقة أزيلال,,Casablanca Anfa,Grand Casablanca
AL MOUTANABI,المتنبي,29 RUE NCHAKRA RAHAL C sIDI BELYOUT,29 زنقة نشكرة رحال,0522-30-89-76,Casablanca Anfa,Grand Casablanca
ABOU CHOUAIB DOUKKALI GARCONS,أبو شعيب الدكالي بنين,137 RUE ALBYKRI CSIDI BELYOUT,رقم 137 زنقة البكري  سيدي بليوط,0522-30-93-94,Casablanca Anfa,Grand Casablanca
ABOU CHOUAIB DOUKKALI FILLES,أبو شعيب الدكالي بنات,135 RUE ALBYKRI C SIDI BELYOUT,رقم 135 زنقة البكري سيدي بليوط,0522-30-51-33,Casablanca Anfa,Grand Casablanca
ABDEL MOUMEN MIXTE,عبد المومن,1 RUE ZAITOUN MERSSULTAN  COMMUE SIDI BELYOUT,1 زنقة الزيتون مرس السلطان,0522-22-30-68,Casablanca Anfa,Grand Casablanca
SAHAT OUED ALMAKHAZIN,ساحة وادي المخازن,1 RUE D ALGER  COM SIDI BELYOUT,رقم 1 زنقة الجزائر,0522-27-41-47,Casablanca Anfa,Grand Casablanca
HALIMA ASSAADIA,حليمة السعدية,CITE DES ANGLAIS  C.U  SIDI BELYOUT,حي الإنجليز,,Casablanca Anfa,Grand Casablanca
ARRAHALI ALFAROUKI,الرحالي الفاروقي,CITE DES ANGLAIS RUE TABETCOMMUNE SIDI BELYOUT,درب الإنجليز زنقة محمد ثابت,0522272363,Casablanca Anfa,Grand Casablanca
AZZIRAOUI GARCON,الزيراوي بنين,205 BOULEVARD ZIRAOUI COMMUNE SIDI BELYOUT,205 شارع الزيراوي,,Casablanca Anfa,Grand Casablanca
ABOU INAN MIXTE,أبو عنان المختلطة,104 RUE PICORDI BMOUSSA BNOU NOUSSAIR SIBELYOUT,4 زنقة بدر السياب كوتيي,0522277021,Casablanca Anfa,Grand Casablanca
ABDEL OUAHED ALMOURRAKOCHI GARCONS,عبد الواحد المركشي بنين,BHIRA ELJADIDA RUE ABDERRAHMANE BEN LAMKHANAT,زنقة عبد الرحمان لمخنت,0522272023,Casablanca Anfa,Grand Casablanca
ABDEL OUAHED ALMOURRAKOCHI FILLES,عبد الواحد المراكشي بنات,BOULEVARD DRISS ELJAY  CU SIDI BELYOUT,شارع ادريس الجاي,0522222731,Casablanca Anfa,Grand Casablanca
IBN HAZM GARCON,ابن حزم بنين,HAY EL HANK  COMMUNE ANFA,حي العنق,,Casablanca Anfa,Grand Casablanca
IBN HAZM FILLE,ابن حزم بنات,HAY ELHANK COMMUNE ANFA,حي العنق,0522-39-05-76,Casablanca Anfa,Grand Casablanca
MOHAMED IQBAL,محمد إقبال,HAY ELHANK COMMUNE ANFA,العنق أنفا,0522363463,Casablanca Anfa,Grand Casablanca
AL IDRISSI GARCON,الإدريسي بنين,12 RUE AHMED CHARSI COMMANFA,شارع علي بن حرازم بوركون,0522-36-24-43,Casablanca Anfa,Grand Casablanca
AL IDRISSI FILLE,الإدريسي بنات,RUE ALI BEN HARAZEM  COMMUNE ANFA,زنقة علي بن حرازم بوركون,0522-36-43-29,Casablanca Anfa,Grand Casablanca
SIDI ABDERRAHMAN,سيدي عبد الرحمان,SIDI ABDERRAHMAN AIN DIAB COMMUNE ANFA,شارع سيدي عبد الرحمان عين الدياب,0522-36-31-10,Casablanca Anfa,Grand Casablanca
IBN ANNAFIS,ابن النفيس,ROUTE AZEMOUR HAY ENNASSIM  COMMUNE ANFA,حي النرجس طريق أزمور,0522-39-06-37,Casablanca Anfa,Grand Casablanca
IBN ALBAYTAR,ابن البيطار,7 RUE GOLF BENGUAL AIN DIAB  COMMUNE ANFA,7 زنقة خليج البنغال عين الدئاب,0522797011,Casablanca Anfa,Grand Casablanca
AZZERKTOUNI MIXTE,الزرقطوني,330 BD ZERKTOUNI BOURGOGNE COM MOULAY YOUSSEF,شارع الزرقطوني,0522-27-78-46,Casablanca Anfa,Grand Casablanca
IBN ABBAD GARCONS,ابن عباد بنين,236 BD ZIRAOUI COMMOULAY YOUSSEF,236 شارع الزيراوي,,Casablanca Anfa,Grand Casablanca
IBN ABBAD  FILLES,ابن عباد بنات,234 BD ZIRAOUI  COMMUNE MOULAY YOUSSEF,234 شارع الزيراوي,,Casablanca Anfa,Grand Casablanca
OMAR AL KHAYAM GARCONS,عمر الخيام بنين,RUE TAOURIRET BOURGOGNE  COMMUNE MOULAY YOUSSEF,زنقة تاوريرت بوركون جماعة مولاي يوسف,0522-27-88-62,Casablanca Anfa,Grand Casablanca
OMAR AL KHAYAM  FILLES,عمر الخيام بنات,RUE TAOURIRET BOURGOGNE COMMUNE MOULAY YOUSSEF,زنقة تاوريرت شارع مولاي يوسف,0522-22-34-66,Casablanca Anfa,Grand Casablanca
IBN BAJJA,ابن باجة,02 RUE AIT BAHA COMMUNE sidi belyout,2 زنقة أيت باها,0522272005,Casablanca Anfa,Grand Casablanca
AL KINDY GARCONS,الكندي بنين,74 BD MOULAY YOUSSEF  COMMUNE SIDI BELYOUT,74 شارع مولاي يوسف,,Casablanca Anfa,Grand Casablanca
AL KINDY  FILLES,الكندي بنات,97 BD BORDEAUY  COMMUNE SIDI BALYOUTE,97 شارع بوردو,,Casablanca Anfa,Grand Casablanca
AL BIKRY,البكري,RUE ASNI BD BORDEAU  COMMUNE MOULAY BELYOUT,شارع بوردو زنقة أسني,0522-27-84-12,Casablanca Anfa,Grand Casablanca
AMINA BENT OUAHB,آمنة بنت وهب,1 RUE DESCARTES BD MY YOUSSEF COMMUNE SIDI BELYOUT,1 زنقة ديكارت شارع مولاي يوسف,0522276161,Casablanca Anfa,Grand Casablanca
ABOU HANIFA,أبو حنيفة,BD MOULAY YOUSSEF RUE DESCARTES COMMOULAY YOUSSEF,زنقة ديكارت رقم 1 شارع مولاي يوسف,0522-27-32-42,Casablanca Anfa,Grand Casablanca
SIDI MOHAMED BEN ABDELLAH,سيدي محمد بن عبد الله,BD SIDI MOHAMED BEN ABDELLAH COMMOULAY YOUSSEF,شارع سيدي محمد بن عبد الله,0522-22-28-50,Casablanca Anfa,Grand Casablanca
JABIR AL ANSARI,جابر الأنصاري,BD SIDI MOHAMED BEN ABDELLAH COMMOULAY YOUSSEF,شارع سيدي محمد بن عبد الله,0673273323,Casablanca Anfa,Grand Casablanca
