Nom Etablissement,Adresse,Ville,Téléphone,FAX,EMAIL,Nature,Cycle d'enseignement,Région,Province,Commune
LAARBI ALBANNAY,ROUTE OUAD AKRACHE TAKADOUM YOUSSOUFIA,Rabat,679798629,-  -  -,larbialbanay@yahoo.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Rabat - Salé - Zemmour - Zaer,Rabat,El Youssoufia (AR)
AL KHAWARIZMI,HAY EL MAOIDA YOUSSOUFIA YOUSSOUFIA,Rabat,679798627,-  -  -,alkhawarizmi.rabat@yahoo.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Rabat - Salé - Zemmour - Zaer,Rabat,El Youssoufia (AR)
AMROU ALEM,RUE BANI MALLEK YOUSSOUFIA,Rabat,679798626,-  -  -,ameralem@gmail.com,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Rabat - Salé - Zemmour - Zaer,Rabat,El Youssoufia (AR)
IBN ZIDOUNE,RUE BNI  MALEK HAY EL IDARI YOUSSOUFIA,Rabat,679798645,-  -  -,ibn_zidoune@yahoo.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Rabat - Salé - Zemmour - Zaer,Rabat,El Youssoufia (AR)
OUM ALBANINE,AV TADLA HAY MABELA YOUSSOUFIA,Rabat,679798628,-  -  -,oumalbanine2008@yahoo.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Rabat - Salé - Zemmour - Zaer,Rabat,El Youssoufia (AR)
HALIMA SAADIA,AV SIDI MED BEN ABDELLAH YAACOUB MANSOUR,Rabat,679798631,,colhalimasaadia@gmail.com,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
IBN BASSAM,HAY ECHABAB YAACOUB MANSOUR,Rabat,679798630,-  -  -,ibn.bassam.rabat@gmail.com,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
AL JOULANE,AV SIDI MED BEN ABDELLAH YAACOUB MANSOUR,Rabat,679798633,-  -  -,collegealjoulane@hotmail.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
CHAHID ALLAL BEN AHMED IMIK,RUE 5 HAY LAHBASSE YAACOUB MANSOUR,Rabat,679798632,-  -  -,CHABIMIK@GMAIL.COM,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
SIDI MADANI BELHOUSNI,AV EL MAJD QUARTIER INDUSTRIEL YAACOUB MANSOUR,Rabat,679798653,-  -  -,colmadani.rabat@yahoo.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
ABDELAZIZ DINIA,HAY AL AMAL 3 YAACOUB MANSOUR,Rabat,679798652,-  -  -,abdelaziz.dinia@yahoo.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
BIR ANZARANE,HAY EL MANZAH AVe EL MASSIRA YACOUB MANSOUR,Rabat,679798654,-  -  -,collegebiranzarane@hotmail.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
ABI HOURAIRA,secteur j3 LOT HAJ SLYMAN,Rabat,679798655,-  -  -,abi.horayra@yahoo.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
ABI LHASSAN ELMARINI,LABUITAT YAACOUB ELMANSOUR,Rabat,679798651,-  -  -,c.abialhassan@yahoo.com,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
ALLAYMOUNE,RUE DESCART HAY ALLAYMOUNE RIYAD AGDAL,Rabat,660958589,-  -  -,l.allaymoune@gmail.com,Lycée qualifiant technique                                            ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,Agdal Riyad (AR)
LALLA  NEZHA,AV Jean Jaures Riad AGDAL,Rabat,660958590,,lalanezharabat@yahoo.fr,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,Agdal Riyad (AR)
OMAR ALKHIYYAM,AV ABDELOIHAD ELMARRAKECHI READ AGDAL,Rabat,660958229,,l.omaralkhayam@yahoo.fr,Lycée qualifiant enseignement général et technique                    ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,Agdal Riyad (AR)
ACHARIF ALIDRISSE,AV ARERAR HAY RIAD READ AGDAL,Rabat,660958659,-  -  -,charif.idrissi2009@gmail.com,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,Agdal Riyad (AR)
HASSAN II,RUE CHALLAH HASSANE,Rabat,660958601,537709595,lh2rabat@yahoo.fr,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,Hassan (AR)
MOULAY YOUSSEF,AV MED 5 HASSANE,Rabat,660958582,537700290,moulayyoussefrabat@hotmail.fr,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,Hassan (AR)
LALLA AICHA,AV YOUSSOUF IBNOU TACHAFINE HASSANE,Rabat,660958627,-  -  -,lyceelallaaicha.rth@gmail.com,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,Hassan (AR)
ALMALQY,AV MED EZARKTOUNI -KEBIBATE-RABAT HASSANE,Rabat,660958580,-  -  -,almalki.rabani3@gmail.com,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,Hassan (AR)
DAR ESSALAM,AVMOHAMED BEN LHASSAN ELOUAZZANI,Rabat,660958452,-  -  -,a.ldez@yahoo.fr,Lycée qualifiant enseignement général et technique                    ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,El Youssoufia (AR)
ALLAL ALFASSI,HAY NAHDA 2YOUSSOUFIA,Rabat,660958608,-  -  -,allal.fassi@hotmail.fr,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,El Youssoufia (AR)
ABI BAKR ESSADDIK,RUE ECHAOUIA HAY MABELA YOUSSOUFIA,Rabat,660958570,-  -  -,abibakrsaddik-rabat@hotmail.fr,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,El Youssoufia (AR)
IBN BATTOUTA,RUE OULAD HASSOUNE MABILA YOUSSOUFIA,Rabat,660958612,-  -  -,ibenbattouta@gmail.com,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,El Youssoufia (AR)
IBN ROCHD,AV SIDI MED BEN ABDELLAH YAACOUB MANSOUR,Rabat,660958642,-  -  -,l_IBN_ROCHD@hotmail.com,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
ABDELKRIM ALKHATTABI,AV ENNOUR YAACOUB MANSOUR,Rabat,660958574,-  -  -,rablakh2010@yahoo.fr,Lycée qualifiant enseignement général et technique                    ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
ABI DER ALGHIFARI,HAY EL FATH YAACOUB MANSOUR,Rabat,660958635,-  -  -,aboudar_57@hotmail.com,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
HOUMMANE ALFATWAKI,HAY EL FATH YAACOUB MANSOUR,Rabat,660958631,-  -  -,HOUMANE-eLFeTouAKI@hotmail.fr,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
ABDELLAHE GUENNOUNE,AV EL MAJD QUARTIER INDUSTRIEL YAACOUB MANSOUR,Rabat,660958569,-  -  -,laguennoun@hotmail.com,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
MOHAMMED ALKHAMIS,BAB CHALLAH HASSANE,Rabat,660958652,-  -  -,madarissmed5@hotmail.fr,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,Hassan (AR)
IBN SINA,RUE KADI AHMED BENNANI souissi,Rabat,660958602,537753964,lyceebensinarabat@gmail.com,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,Souissi (AR)
IBRAHIM ARROUDANI,HAY NAHDA 2 YOUSSOUFIA,Rabat,660958618,-  -  -,brahim.roudani@yahoo.fr,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Rabat - Salé - Zemmour - Zaer,Rabat,El Youssoufia (AR)
ALAMIRA AICHA,ROUTE OILJA YOUSSOUFIA YOUSSOUFIA,Rabat,660958643,-  -  -,colamiraaicha@yahoo.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Rabat - Salé - Zemmour - Zaer,Rabat,El Youssoufia (AR)
SIDI BEN ACHIR,AV MASSIRA KHADRA COMMUNE DE BETANA,SALE,679798666,-  -  -,ec.sidibenaachir@live.fr,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Salé,Bettana (AR)
MOHAMMED ABDOU,COMMUNE DE BETANA,SALE,660191145,-  -  -,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Salé,Bettana (AR)
IBN KHALDOUN,COMMUNE DE BETTANA,SALE,660191371,-  -  -,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Salé,Bettana (AR)
AHMED BEN ABDENBI,AV LMASSIRA LKHADRA COMMUNE DE BETTANA,SALE MEDINA,79798664,,allama ben @ hotail.com,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Salé,Bettana (AR)
IBN TOFAIL,AV. ARIANA HAY ESSALAM COMMUNE DE BETTANA,SALE MEDINA,37807991,NULL,NULL,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Salé,Bettana (AR)
BOUBKER HAMMADI,HAY ESSALAM COMMUNE DE BETTANA,SALE MEDINA,66019372,-  -  -,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Salé,Bettana (AR)
IBN HAZM,AVENUE ALMILAHA SECTEUR 6 HAY ESSALAM,SALE MEDINA,60191146,,ibnhazem9@gmail.com,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Salé,Bettana (AR)
Ecole JIL ANNAJAH,HAY MY ISMAIL COMMUNE DE BETTANA,SALE MEDINA,60191147,,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Salé,Bettana (AR)
IMAM TABARI,HAY MY ISMAIL COMMUNE DE BETTANA,SALE,660191148,,ec.tabari@hotmail.com,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Salé,Bettana (AR)
AL MOUFTI BOUBKER ZNIBER,HAY ESSALAM COMMUNE DE BETTANA,SALE MEDINA,60191149,-  -  -,NULL,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Salé,Bettana (AR)
ecole mohammed ezziraoui,HAY MY ISMAIL  COMMUNE DE BETTANA,SALE,660191150,,hassan.elwardi@gmail.com,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Salé,Bettana (AR)
HAY ESSALAM,secteur 11 Extention Hay Essalam  Sale,SALE,660191151,,eco.pub.salamsala@gmail.com,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Salé,Bettana (AR)
COLLEGE IBNO ROCHD,HAY MY ISMAIL COMMUNE DE BETTANA,SALE MEDINA,6660191388,-  -  -,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Rabat - Salé - Zemmour - Zaer,Salé,Bettana (AR)
